Date,Close
2020-01-01,168.72700594236812
2020-01-02,197.5357153204958
2020-01-03,186.59969709057026
2020-01-06,179.93292420985182
2020-01-07,157.80093202212183
2020-01-08,157.79972601681013
2020-01-09,152.90418060840997
2020-01-10,193.30880728874675
2020-01-13,180.05575058716045
2020-01-14,185.4036288898023
2020-01-15,151.02922471479013
2020-01-16,198.4954926080997
2020-01-17,191.62213204002109
2020-01-20,160.6169555339138
2020-01-21,159.09124836035502
2020-01-22,159.1702254926717
2020-01-23,165.21211214797688
2020-01-24,176.23782158161188
2020-01-27,171.5972509321058
2020-01-28,164.56145700990209
2020-01-29,180.59264473611898
2020-01-30,156.9746930326021
2020-01-31,164.6072324267609
2020-02-03,168.31809216468457
2020-02-04,172.80349921085178
2020-02-05,189.25879806965068
2020-02-06,159.983689107918
2020-02-07,175.7117219206806
2020-02-10,179.6207284431021
2020-02-11,152.3225206359999
2020-02-12,180.37724259507192
2020-02-13,158.52620618436458
2020-02-14,153.25257964926396
2020-02-17,197.44427686266667
2020-02-18,198.28160165372796
2020-02-19,190.41986740582306
2020-02-20,165.23068845866854
2020-02-21,154.8836057003192
2020-02-24,184.21165132560785
2020-02-25,172.00762468698008
2020-02-26,156.10191174223894
2020-02-27,174.7588455055635
2020-02-28,151.71942605576092
2020-03-02,195.46602010393912
2020-03-03,162.93899908000085
2020-03-04,183.1261142176991
2020-03-05,165.58555380447055
2020-03-06,176.00340105889055
2020-03-09,177.335513967164
2020-03-10,159.24272277627637
2020-03-11,198.47923138822793
2020-03-12,188.75664116805572
2020-03-13,196.97494707820945
2020-03-16,194.74136752138244
2020-03-17,179.89499894055425
2020-03-18,196.09371175115584
2020-03-19,154.42462510259597
2020-03-20,159.79914312095727
2020-03-23,152.2613644455269
2020-03-24,166.26651653816322
2020-03-25,169.4338644844741
2020-03-26,163.5674515886948
2020-03-27,191.43687545759647
2020-03-30,167.83766633467945
2020-03-31,164.04672548436903
2020-04-01,177.1348041579124
2020-04-02,157.04621124873813
2020-04-03,190.109849037702
2020-04-06,153.72753218398853
2020-04-07,199.34434683002587
2020-04-08,188.61223846483287
2020-04-09,159.93578407670861
2020-04-10,150.27610585618012
2020-04-13,190.7730714227417
2020-04-14,185.34286719238085
2020-04-15,186.45035840204937
2020-04-16,188.56351733429727
2020-04-17,153.70223258670453
2020-04-20,167.92328642721364
2020-04-21,155.79345297625648
2020-04-22,193.1551712937797
2020-04-23,181.1649063413779
2020-04-24,166.54490124263245
2020-04-27,153.17791751430119
2020-04-28,165.5491160857831
2020-04-29,166.25916610133734
2020-04-30,186.4803089169032
2020-05-01,181.87787356776064
2020-05-04,194.36063712881634
2020-05-05,173.61074625809746
2020-05-06,155.9797122969151
2020-05-07,185.66223936114974
2020-05-08,188.03925243084487
2020-05-11,178.0638598784748
2020-05-12,188.54835899772806
2020-05-13,174.68977981821953
2020-05-14,176.13664146909971
2020-05-15,171.37705091792748
2020-05-18,151.27095633720475
2020-05-19,155.39457134966523
2020-05-20,151.57145928433673
2020-05-21,181.820520563189
2020-05-22,165.71779905381632
2020-05-25,175.42853455823513
2020-05-26,195.37832369630465
2020-05-27,162.46461145744374
2020-05-28,170.51914615178148
2020-05-29,187.77755692715243
2020-06-01,161.43990827458111
2020-06-02,153.84899549143964
2020-06-03,164.4875726456884
2020-06-04,158.06106436270022
2020-06-05,196.48488261712865
2020-06-08,190.40601897822086
2020-06-09,181.67018782552117
2020-06-10,193.5730295093859
2020-06-11,190.1836038449557
2020-06-12,159.3285029443018
2020-06-15,194.6279499244989
2020-06-16,176.96711209578254
2020-06-17,190.37200775820313
2020-06-18,194.80456499617466
2020-06-19,165.9001737485932
2020-06-22,155.50259622638384
2020-06-23,161.3967581270971
2020-06-24,171.3553894313128
2020-06-25,190.90073829612464
2020-06-26,193.03652916281717
2020-06-29,150.34760652655953
2020-06-30,175.5373651288783
2020-07-01,170.87055015743894
2020-07-02,161.1053905235365
2020-07-03,155.99326836668413
2020-07-06,166.8807585701814
2020-07-07,197.14548519562595
2020-07-08,166.16014660103775
2020-07-09,175.9395310871683
2020-07-10,185.15094794475888
2020-07-13,168.1814801189647
2020-07-14,198.58910413604804
2020-07-15,198.12236474710556
2020-07-16,162.5891147912682
2020-07-17,174.86242529461927
2020-07-20,165.0439154908385
2020-07-21,164.24202471887338
2020-07-22,151.84434736772664
2020-07-23,180.47821669899486
2020-07-24,175.13395116144306
2020-07-27,152.57393756249948
2020-07-28,163.93232321183058
2020-07-29,195.4132942983327
2020-07-30,161.9780945333486
2020-07-31,157.24474360456117
2020-08-03,174.47263801387814
2020-08-04,199.28252270553003
2020-08-05,162.102763575575
2020-08-06,183.6067773702939
2020-08-07,188.08098076643589
2020-08-10,161.88187719962
2020-08-11,186.41081743059297
2020-08-12,168.38915663596265
2020-08-13,181.61529152967898
2020-08-14,181.67648553804474
2020-08-17,176.78873420373793
2020-08-18,154.5144885027204
2020-08-19,191.7651247794619
2020-08-20,166.0390032485868
2020-08-21,159.32592551999272
2020-08-24,152.03875707773818
2020-08-25,179.54464715941208
2020-08-26,183.8782180921141
2020-08-27,150.8293914463928
2020-08-28,175.60465291496405
2020-08-31,161.3247887598969
2020-09-01,182.25863952047249
2020-09-02,158.71832145024956
2020-09-03,184.5468869051233
2020-09-04,169.33676731502686
2020-09-07,196.83649943683673
2020-09-08,156.87604720729965
2020-09-09,167.05331755251294
2020-09-10,155.67367606202944
2020-09-11,196.23468091392814
2020-09-14,193.86696766904905
2020-09-15,162.8970813857578
2020-09-16,182.99920230170895
2020-09-17,190.8611100100608
2020-09-18,177.76004057997312
2020-09-21,176.48252891780032
2020-09-22,162.09261454502257
2020-09-23,154.65513839029495
2020-09-24,194.86078789766634
2020-09-25,195.02090285816652
2020-09-28,181.6550728636634
2020-09-29,166.95148955243502
2020-09-30,167.46047873063304
2020-10-01,186.29778394351197
2020-10-02,194.85551299762886
2020-10-05,194.35432121325587
2020-10-06,188.9937772928812
2020-10-07,182.10158230771438
2020-10-08,154.20699824975244
2020-10-09,158.0814357047307
2020-10-12,194.92770942635397
2020-10-13,180.3214529829795
2020-10-14,150.4598525808315
2020-10-15,155.0735771433016
2020-10-16,183.1750884554028
2020-10-19,150.25307919231093
2020-10-20,158.04040257087493
2020-10-21,177.4366894683293
2020-10-22,184.59475988463467
2020-10-23,182.59806297513003
2020-10-26,161.21346547302798
2020-10-27,185.6089610673768
2020-10-28,161.86245437484
2020-10-29,166.2699849079634
2020-10-30,187.32457025590122
2020-11-02,182.48164495236074
2020-11-03,192.4611705247089
2020-11-04,182.88064461501716
2020-11-05,178.41543016677358
2020-11-06,154.68373839140463
2020-11-09,168.38579015297168
2020-11-10,163.26011838408627
2020-11-11,162.19948216895418
2020-11-12,198.65052773762227
2020-11-13,169.654886233338
2020-11-16,194.60232775885567
2020-11-17,181.55693129986315
2020-11-18,189.74056517708243
2020-11-19,175.13185465525962
2020-11-20,178.84519423131795
2020-11-23,174.6258846909432
2020-11-24,159.76214938990222
2020-11-25,186.12260576307526
2020-11-26,164.03861812204278
2020-11-27,151.2157983215727
2020-11-30,182.27361479535838
2020-12-01,158.85553397035244
2020-12-02,197.02292921764572
2020-12-03,197.69642885012937
2020-12-04,195.74321951102243
2020-12-07,168.5079350127722
2020-12-08,150.77283082644337
2020-12-09,196.41592812938626
2020-12-10,171.40920741586572
2020-12-11,198.33274095218349
2020-12-14,198.18099885446264
2020-12-15,192.650472773368
2020-12-16,164.7224446034793
2020-12-17,169.25488643009626
2020-12-18,192.55683357584286
2020-12-21,165.84610025781387
2020-12-22,158.47463733430462
2020-12-23,177.8400631229175
2020-12-24,196.80773870803904
2020-12-25,184.80148983374863
2020-12-28,178.50305850446824
2020-12-29,154.85882468853842
2020-12-30,180.75036133495848
2020-12-31,199.50269250521316
2021-01-01,157.0042007618262
2021-01-04,175.91648261818685
2021-01-05,193.86865359639776
2021-01-06,187.0384308877102
2021-01-07,184.8507870497634
2021-01-08,185.12420419935546
2021-01-11,167.97455756098776
2021-01-12,164.67959221322468
2021-01-13,190.4680577739257
2021-01-14,190.50566973395905
2021-01-15,193.35361592900517
2021-01-18,195.66202762782356
2021-01-19,175.5671199430469
2021-01-20,175.07581473436
2021-01-21,189.91475894833877
2021-01-22,182.49819653888827
2021-01-25,185.09834386288517
2021-01-26,189.78963347180505
2021-01-27,194.5002670908783
2021-01-28,166.89975784257678
2021-01-29,168.7791476319972
2021-02-01,154.69909699204345
2021-02-02,178.9140070498087
2021-02-03,151.7971136898371
2021-02-04,173.279900906623
2021-02-05,177.13223173537884
2021-02-08,164.32706260641422
2021-02-09,179.54166302845053
2021-02-10,151.52501249695248
2021-02-11,151.8674094374607
2021-02-12,191.13002803298292
2021-02-15,168.00953207056315
2021-02-16,156.35302563259424
2021-02-17,176.1121630027402
2021-02-18,188.49967765493054
2021-02-19,160.79105137484217
2021-02-22,181.14452379095002
2021-02-23,154.2673732496884
2021-02-24,152.5840860584304
2021-02-25,176.5677315784074
2021-02-26,177.03175608050532
2021-03-01,181.87149507491034
2021-03-02,186.3045666861331
2021-03-03,198.79260397312675
2021-03-04,175.81501741505977
2021-03-05,166.1478236470623
2021-03-08,189.75930973843518
2021-03-09,163.5416125631037
2021-03-10,171.94857103528182
2021-03-11,153.9228190671133
2021-03-12,151.26753717077287
2021-03-15,198.13242073389625
2021-03-16,191.79900602561028
2021-03-17,184.7987103046849
2021-03-18,170.4476472207135
2021-03-19,158.66471600354228
2021-03-22,157.8218521335543
2021-03-23,162.51214490822977
2021-03-24,177.46133323530603
2021-03-25,185.7297961350031
2021-03-26,183.00986883588655
2021-03-29,163.99669484729714
2021-03-30,197.7432640331597
2021-03-31,186.89484583478844
2021-04-01,177.71770262557004
2021-04-02,180.5860373117176
2021-04-05,170.9800031213895
2021-04-06,162.38654947505788
2021-04-07,167.79863393256306
2021-04-08,187.89230552321845
2021-04-09,150.7196744314878
2021-04-12,155.80363202534582
2021-04-13,152.30013210108763
2021-04-14,152.0364401159485
2021-04-15,192.77302920055035
2021-04-16,185.1828929690012
2021-04-19,173.70869145436626
2021-04-20,154.89170803255007
2021-04-21,174.58079375584163
2021-04-22,173.6735885390283
2021-04-23,158.66009349550075
2021-04-26,171.69258246189867
2021-04-27,169.92523671986868
2021-04-28,180.79250490261083
2021-04-29,181.7546825433822
2021-04-30,152.26520048860223
2021-05-03,168.73063073132357
2021-05-04,181.2929957857118
2021-05-05,175.1568129290044
2021-05-06,192.82449205941612
2021-05-07,182.93468158094726
2021-05-10,158.14672135407147
2021-05-11,153.5284373700215
2021-05-12,182.12096391031577
2021-05-13,151.3255655270811
2021-05-14,179.28877906367316
2021-05-17,197.01151207124786
2021-05-18,178.77370889379395
2021-05-19,169.4084963103261
2021-05-20,182.16441092211767
2021-05-21,172.91264452457582
2021-05-24,177.28083946579676
2021-05-25,197.07324043882625
2021-05-26,169.30513189003872
2021-05-27,198.0595281911957
2021-05-28,195.26753209780318
2021-05-31,159.7895567394648
2021-06-01,153.46806504375826
2021-06-02,155.03890006887133
2021-06-03,150.91109128257747
2021-06-04,154.72214803779642
2021-06-07,184.15033867081786
2021-06-08,153.55943242301146
2021-06-09,165.94878151468805
2021-06-10,192.24376554847274
2021-06-11,151.1635967867913
2021-06-14,190.72342412944678
2021-06-15,164.09273873867
2021-06-16,155.9082413810828
2021-06-17,184.83685826820755
2021-06-18,181.4471423389942
2021-06-21,193.87360067635265
2021-06-22,186.75355219019428
2021-06-23,190.17404651924244
2021-06-24,164.10172862856533
2021-06-25,158.87197718898614
2021-06-28,187.53073758204292
2021-06-29,190.3417369633632
2021-06-30,199.52525710003366
2021-07-01,170.63088384557133
2021-07-02,168.60090428963915
2021-07-05,188.82064803709983
2021-07-06,167.0401770126509
2021-07-07,196.53786628017824
2021-07-08,192.9206375921506
2021-07-09,171.4497013687509
2021-07-12,187.54355338957487
2021-07-13,187.72714370423412
2021-07-14,155.15619344179663
2021-07-15,195.12764533397834
2021-07-16,175.26261862239286
2021-07-19,191.32287330538708
2021-07-20,166.0024800515306
2021-07-21,194.77616142481003
2021-07-22,169.46008393670814
2021-07-23,150.54188257401492
2021-07-26,195.26909882096317
2021-07-27,154.56433383930667
2021-07-28,165.96568187952073
2021-07-29,197.50309835254023
2021-07-30,197.5303573468778
2021-08-02,178.6718944061643
2021-08-03,181.59186060848995
2021-08-04,172.422276098916
2021-08-05,164.66053858490324
2021-08-06,166.43322726849578
2021-08-09,183.62592280385192
2021-08-10,187.618726471884
2021-08-11,189.57895218629244
2021-08-12,189.4809071397277
2021-08-13,154.56030515243452
2021-08-16,174.72101523512907
2021-08-17,152.87793800083222
2021-08-18,177.47644411618677
2021-08-19,172.07652506866884
2021-08-20,194.38520913791498
2021-08-23,167.54575062760392
2021-08-24,155.8533508213803
2021-08-25,157.1495841026418
2021-08-26,188.07553158587362
2021-08-27,180.91090316581307
2021-08-30,155.0561338061395
2021-08-31,154.20534030574987
2021-09-01,185.048456572956
2021-09-02,153.63815031820968
2021-09-03,191.0930029645178
2021-09-06,185.31211135782482
2021-09-07,154.067439032095
2021-09-08,154.2418857042596
2021-09-09,199.33197892505876
2021-09-10,168.713539787806
2021-09-13,168.53210735334454
2021-09-14,190.63997836287513
2021-09-15,197.36242886919294
2021-09-16,199.30005319114355
2021-09-17,187.66890926294707
2021-09-20,168.81297927654578
2021-09-21,154.17503583493342
2021-09-22,188.85734579637185
2021-09-23,177.92021248679026
2021-09-24,171.2111004623488
2021-09-27,195.3177192547368
2021-09-28,155.55987411530757
2021-09-29,174.63125521454296
2021-09-30,150.56768223837096
2021-10-01,173.4330320997063
2021-10-04,152.81516378409188
2021-10-05,155.94089581340359
2021-10-06,155.87631233885526
2021-10-07,182.46051510580318
2021-10-08,187.30224396327117
2021-10-11,179.168438254858
2021-10-12,198.10862742372709
2021-10-13,168.7435289761852
2021-10-14,164.28560431409304
2021-10-15,193.42995640947302
2021-10-18,161.17979192597264
2021-10-19,198.16112697203056
2021-10-20,150.6077237344908
2021-10-21,198.49394133538195
2021-10-22,152.1579955975288
2021-10-25,194.55715568490356
2021-10-26,176.385055454315
2021-10-27,199.64823980596503
2021-10-28,153.68982823676996
2021-10-29,177.69271422006605
2021-11-01,198.46512678095496
2021-11-02,176.15489220850745
2021-11-03,181.46993190676312
2021-11-04,184.78743444923086
2021-11-05,172.72705323838866
2021-11-08,181.37790400420317
2021-11-09,179.215715596155
2021-11-10,195.05790052454944
2021-11-11,152.2723190170729
2021-11-12,164.0481594796115
2021-11-15,197.52057420382795
2021-11-16,194.51318919454582
2021-11-17,172.78283763928565
2021-11-18,181.00662989007685
2021-11-19,163.86905914905662
2021-11-22,159.40605798618807
2021-11-23,173.1849202469991
2021-11-24,167.66761140130265
2021-11-25,179.18280559254362
2021-11-26,153.88673184824924
2021-11-29,198.71974038330833
2021-11-30,199.31053722398013
2021-12-01,184.90808570098727
2021-12-02,176.804818317206
2021-12-03,165.4763808143164
2021-12-06,190.68975098534742
2021-12-07,184.23655862769397
2021-12-08,158.13084696724457
2021-12-09,195.54635922469214
2021-12-10,191.12686214615846
2021-12-13,197.4899956645962
2021-12-14,186.285975419418
2021-12-15,180.6707597967895
2021-12-16,170.91215181453094
2021-12-17,196.63642416770065
2021-12-20,193.3031944750204
2021-12-21,152.26093350530948
2021-12-22,151.3183487248626
2021-12-23,168.82316834390247
2021-12-24,190.52766653909165
2021-12-27,199.36380646574722
2021-12-28,157.5208445551764
2021-12-29,179.70653576760677
2021-12-30,169.04454283155107
2021-12-31,198.49571989073016
2022-01-03,192.10594615678542
2022-01-04,191.9164352355569
2022-01-05,173.43465798974853
2022-01-06,170.74097511688325
2022-01-07,163.6703535965353
2022-01-10,152.81877483254635
2022-01-11,193.23611881275266
2022-01-12,190.6450504565039
2022-01-13,199.98588366430653
2022-01-14,199.83184185369527
2022-01-17,177.77158528013138
2022-01-18,188.44937075902553
2022-01-19,197.2382864941214
2022-01-20,192.48236953387058
2022-01-21,162.36740508715988
2022-01-24,172.52720676550467
2022-01-25,156.45797075757474
2022-01-26,197.7025513629361
2022-01-27,180.308731722544
2022-01-28,161.43214027517314
2022-01-31,183.58503422029284
2022-02-01,180.90641202289478
2022-02-02,167.90813590164203
2022-02-03,155.67787960998146
2022-02-04,183.57865977963996
2022-02-07,176.01538504518967
2022-02-08,188.61591958678196
2022-02-09,176.00817505559968
2022-02-10,192.609075015927
2022-02-11,177.5953419387243
2022-02-14,178.0468985767693
2022-02-15,193.83268013291726
2022-02-16,170.17414331061985
2022-02-17,156.70076142253203
2022-02-18,151.43913381566693
2022-02-21,187.75686278368096
2022-02-22,181.01547756767323
2022-02-23,185.2039884049612
2022-02-24,160.64820807544552
2022-02-25,156.8185737793385
2022-02-28,150.7272332833941
2022-03-01,167.52937794032985
2022-03-02,179.49588434273164
2022-03-03,169.6122022549866
2022-03-04,171.87374610118644
2022-03-07,195.20793472468742
2022-03-08,167.41277335116501
2022-03-09,175.69947445799053
2022-03-10,189.18265063705715
2022-03-11,169.8271391160635
2022-03-14,181.1043350113937
2022-03-15,193.11818543733727
2022-03-16,197.4760311828821
2022-03-17,157.35367404645189
2022-03-18,196.3293812580747
2022-03-21,174.60581465397692
2022-03-22,162.9122194149479
2022-03-23,172.95678781191307
2022-03-24,199.00162876427385
2022-03-25,174.63090469964348
2022-03-28,166.4375805143754
2022-03-29,181.6700427158363
2022-03-30,162.00728093890964
2022-03-31,153.7931664054332
2022-04-01,156.44398609553247
2022-04-04,156.4022919478886
2022-04-05,157.59513467561473
2022-04-06,156.9413586324705
2022-04-07,182.04373724016074
2022-04-08,159.09400421995724
2022-04-11,167.28336416619317
2022-04-12,194.8394204953006
2022-04-13,173.69808201314362
2022-04-14,183.37788692605136
2022-04-15,158.6159935600815
2022-04-18,159.61445094043353
2022-04-19,152.04343081332394
2022-04-20,158.44675315360823
2022-04-21,163.92951695159792
2022-04-22,158.85052421383733
2022-04-25,154.43512668785277
2022-04-26,156.03179355503005
2022-04-27,173.0389384016363
2022-04-28,160.31668592028961
2022-04-29,168.21349305240378
2022-05-02,175.17086354274284
2022-05-03,184.51974143146828
2022-05-04,151.96560699205494
2022-05-05,189.97051994545214
2022-05-06,181.3950194745454
2022-05-09,154.0879515974436
2022-05-10,193.67893120533887
2022-05-11,196.04362002659065
2022-05-12,153.05389799274317
2022-05-13,163.84388240736018
2022-05-16,190.31006398965306
2022-05-17,187.4129845191829
2022-05-18,159.22605096781888
2022-05-19,160.46746616683552
2022-05-20,168.5236051395691
2022-05-23,174.22614925955105
2022-05-24,180.9127385765148
2022-05-25,168.4456819784886
2022-05-26,173.1267358066574
2022-05-27,187.37354690668784
2022-05-30,151.8341601445299
2022-05-31,162.62184721720104
2022-06-01,185.66747929422763
2022-06-02,194.76034188435997
2022-06-03,175.5838721057833
2022-06-06,176.60567426326577
2022-06-07,155.3586005669888
2022-06-08,172.37061834117273
2022-06-09,176.63086332275117
2022-06-10,162.12352518173648
2022-06-13,163.46216154746904
2022-06-14,168.86420815523113
2022-06-15,151.00355988888631
2022-06-16,166.10395827915892
2022-06-17,160.57240034982723
2022-06-20,166.37486760889573
2022-06-21,155.98810659096256
2022-06-22,194.52636403699475
2022-06-23,179.67962267770244
2022-06-24,183.95511595722448
2022-06-27,189.4585619303669
2022-06-28,174.92210994645285
2022-06-29,154.34601440437118
2022-06-30,176.8553270909274
2022-07-01,179.34205590104395
2022-07-04,187.2719737092165
2022-07-05,171.58297731148397
2022-07-06,156.37901513977818
2022-07-07,164.18879528993622
2022-07-08,168.15411481993175
2022-07-11,182.29586206658007
2022-07-12,178.5389152334456
2022-07-13,167.8048362948923
2022-07-14,199.325762439649
2022-07-15,180.28874096784435
2022-07-18,161.86133958679972
2022-07-19,155.0891236310202
2022-07-20,157.6429569592166
2022-07-21,162.2978864192254
2022-07-22,158.03406866297777
2022-07-25,159.3283512025653
2022-07-26,164.25475843469235
2022-07-27,158.66867976473773
2022-07-28,194.83827123132124
2022-07-29,154.0116872830821
2022-08-01,176.22556947851274
2022-08-02,170.51984134948307
2022-08-03,199.11893084543033
2022-08-04,155.60194510840262
2022-08-05,169.89277995228707
2022-08-08,198.47352166376845
2022-08-09,193.275356294699
2022-08-10,190.853603547464
2022-08-11,162.89514135224698
2022-08-12,158.5443793695033
2022-08-15,183.43216099622154
2022-08-16,196.4687994563793
2022-08-17,177.83814465069648
2022-08-18,178.580634473495
2022-08-19,163.9989546830142
2022-08-22,188.47464665959683
2022-08-23,159.35218742787617
2022-08-24,166.18396182021218
2022-08-25,171.27182193082083
2022-08-26,175.38051893422275
2022-08-29,162.120486620754
2022-08-30,155.74184123696017
2022-08-31,180.53100212208165
2022-09-01,164.4315276620128
2022-09-02,179.06191107113062
2022-09-05,157.7181357637101
2022-09-06,174.05700509274087
2022-09-07,176.62947162757928
2022-09-08,152.59117684112135
2022-09-09,166.83021390969603
2022-09-12,156.72073384694872
2022-09-13,153.16874852363838
2022-09-14,199.49801161949728
2022-09-15,166.11769224873615
2022-09-16,190.49372229273175
2022-09-19,162.7320327381882
2022-09-20,184.07513611119646
2022-09-21,188.0113929944843
2022-09-22,179.7819370303922
2022-09-23,173.5788094275079
2022-09-26,170.5920457073634
2022-09-27,167.44341332714976
2022-09-28,196.4764572123913
2022-09-29,191.53097038938645
2022-09-30,198.25134553332563
2022-10-03,156.21486117427725
2022-10-04,186.54337376018222
2022-10-05,196.9170228410519
2022-10-06,159.061653308283
2022-10-07,153.32481336833888
2022-10-10,187.05603246450295
2022-10-11,178.7236556589956
2022-10-12,192.09143883791359
2022-10-13,156.98861883131448
2022-10-14,189.76336559299452
2022-10-17,160.08136600238723
2022-10-18,158.18279714328523
2022-10-19,158.21328989654964
2022-10-20,190.7287360115691
2022-10-21,183.25986103481
2022-10-24,176.15327123845597
2022-10-25,167.94152420617513
2022-10-26,193.8600270406554
2022-10-27,169.62225537113176
2022-10-28,190.82997197357886
2022-10-31,171.9567454285109
2022-11-01,168.84722147124538
2022-11-02,173.13398928348033
2022-11-03,165.0688937082071
2022-11-04,187.38046900881255
2022-11-07,175.13601950462396
2022-11-08,161.61063475734088
2022-11-09,194.97872866372842
2022-11-10,169.19456106866056
2022-11-11,177.17764305569943
2022-11-14,195.32360554822736
2022-11-15,181.2118997956996
2022-11-16,155.84490203541822
2022-11-17,196.99160618067376
2022-11-18,181.3854026535709
2022-11-21,166.7452807328543
2022-11-22,156.96360363316936
2022-11-23,189.70125946351482
2022-11-24,181.00363779642566
2022-11-25,176.67305459881607
2022-11-28,194.6946291525479
2022-11-29,189.42986056122655
2022-11-30,157.58374398663756
2022-12-01,165.5861033897774
2022-12-02,162.4244569907233
2022-12-05,187.19731462863385
2022-12-06,151.67662173678897
2022-12-07,178.49448424356584
2022-12-08,188.12293428703452
2022-12-09,193.83828183808748
2022-12-12,167.10408743579538
2022-12-13,191.06286523360063
2022-12-14,155.53158684776037
2022-12-15,192.3226145867259
2022-12-16,156.3744331165991
2022-12-19,169.86436452801837
2022-12-20,189.86476828897767
2022-12-21,157.4958713674387
2022-12-22,161.46256976163207
2022-12-23,186.1126284196533
2022-12-26,186.00182682730372
2022-12-27,182.05738164426486
2022-12-28,184.697422223355
2022-12-29,177.1362221673798
2022-12-30,162.58995294534765
2023-01-02,167.28479967519598
2023-01-03,159.07988584007128
2023-01-04,195.42252806668142
2023-01-05,179.16958973830603
2023-01-06,170.042570838182
2023-01-09,173.10029018220663
2023-01-10,197.36416698059077
2023-01-11,157.66757015580401
2023-01-12,179.31149160083987
2023-01-13,175.2944339442233
2023-01-16,180.5727117717324
2023-01-17,150.90550919104203
2023-01-18,193.60619544720757
2023-01-19,196.60591412418063
2023-01-20,178.25665917946046
2023-01-23,184.8325411938446
2023-01-24,196.1249690588648
2023-01-25,185.36193171566993
2023-01-26,157.62695214571306
2023-01-27,178.81441800834065
2023-01-30,180.33575231914278
2023-01-31,171.2065335651193
2023-02-01,186.82221178123615
2023-02-02,196.71835073845074
2023-02-03,196.2784256453388
2023-02-06,172.54196857020662
2023-02-07,155.66190229203775
2023-02-08,199.24205994811672
2023-02-09,191.9449043222967
2023-02-10,156.23313406016334
2023-02-13,196.04209413086863
2023-02-14,193.4948181031064
2023-02-15,175.9419028563036
2023-02-16,179.56377178724645
2023-02-17,169.95013519350653
2023-02-20,152.73808194110157
2023-02-21,166.75986208229506
2023-02-22,190.14267242990059
2023-02-23,150.23160115023015
2023-02-24,166.6749585845572
2023-02-27,169.90843467954716
2023-02-28,176.86978014689615
